Дата и время;Tвх,        ⁰С;Pвх, кг/см2;Tвых,       ⁰С;Pвых, кг/см2;Q, м3/час
31.12.2017 22:00;4;31,3;12;5,9;2400
31.12.2017 20:00;4;31,4;10;5,9;2400
31.12.2017 18:00;4;31,4;14;5,9;2500
31.12.2017 16:00;4;31,6;17;5,9;2500
31.12.2017 14:00;4;31,6;8;5,9;2500
31.12.2017 12:00;4;31,8;11;5,9;2500
31.12.2017 10:00;4;31,9;17;5,9;2600
31.12.2017 8:00;4;32,3;7;5,9;2500
31.12.2017;4;32,2;11;5,9;2400
31.12.2017 4:00;4;31,9;15;5,9;2400
31.12.2017 2:00;4;31,6;10;5,9;2400
31.12.2017 0:00;4;31,3;13;5,9;2400
30.12.2017 22:00;4;31;15;5,9;2500
30.12.2017 20:00;4;30,7;10;5,9;2500
30.12.2017 18:00;4;30,7;10;5,9;2500
30.12.2017 16:00;4;31,1;14;5,9;2500
30.12.2017 14:00;4;31,3;18;5,9;2400
30.12.2017 12:00;4;31,4;10;5,9;2400
30.12.2017 10:00;4;31,5;14;5,9;2400
30.12.2017 8:00;4;31,5;16;5,9;2400
30.12.2017;4;31,5;10;5,9;2400
30.12.2017 4:00;4;31,5;12;5,9;2400
30.12.2017 2:00;4;31,5;18;5,9;2400
30.12.2017 0:00;4;31,5;9;5,9;2400
29.12.2017 22:00;4;31,6;11;5,9;2500
29.12.2017 20:00;4;31,6;17;5,9;2500
29.12.2017 18:00;4;31,8;7;5,9;2500
29.12.2017 16:00;4;31,9;11;5,9;2500
29.12.2017 14:00;4;31,8;15;5,9;2500
29.12.2017 12:00;4;31,8;8;5,9;2500
29.12.2017 10:00;4;31,8;8;5,9;2500
29.12.2017 8:00;4;31,8;7;5,9;2500
29.12.2017;4;31,9;7;5,9;2500
29.12.2017 4:00;4;32;8;5,9;2400
29.12.2017 2:00;4;32;8;5,9;2400
29.12.2017 0:00;4;31,9;8;5,9;2400
28.12.2017 22:00;4;31,9;8;5,9;2500
28.12.2017 20:00;4;31,8;8;5,9;2500
28.12.2017 18:00;4;31,7;8;5,9;2500
28.12.2017 16:00;4;32;9;5,9;2500
28.12.2017 14:00;4;32,3;10;5,9;2500
28.12.2017 12:00;4;32,3;11;5,9;2500
28.12.2017 10:00;4;31,9;13;5,9;2800
28.12.2017 8:00;4;31,8;18;5,9;2700
28.12.2017;4;31,6;7;5,9;2700
28.12.2017 4:00;4;31,3;9;5,8;2800
28.12.2017 2:00;4;30,7;13;5,8;2900
28.12.2017 0:00;4;30,1;15;5,8;2900
27.12.2017 22:00;4;29,7;12;5,8;2900
27.12.2017 20:00;4;29,7;10;5,8;2900
27.12.2017 18:00;4;30;12;5,8;2800
27.12.2017 16:00;4;30,5;17;5,8;2900
27.12.2017 14:00;4;30,9;12;5,8;2800
27.12.2017 12:00;4;31;11;5,8;2800
27.12.2017 10:00;4;31,2;10;5,8;2800
27.12.2017 8:00;4;31,4;8;5,8;2800
27.12.2017;4;31,4;12;5,8;2700
27.12.2017 4:00;4;31,4;8;5,8;2600
27.12.2017 2:00;4;31,3;9;5,9;2500
27.12.2017 0:00;4;31,1;11;5,9;2600
26.12.2017 22:00;4;31,1;14;5,9;2600
26.12.2017 20:00;4;31;18;5,9;2600
26.12.2017 18:00;4;31;8;5,9;2600
26.12.2017 16:00;4;31,2;8;5,9;2600
26.12.2017 14:00;4;31,3;9;5,9;2500
26.12.2017 12:00;4;31,2;10;5,9;2500
26.12.2017 10:00;4;31,1;12;5,9;2500
26.12.2017 8:00;4;31;16;5,9;2600
26.12.2017;4;31,1;18;5,9;2600
26.12.2017 4:00;4;31,1;8;5,9;2400
26.12.2017 2:00;4;31;8;5,9;2500
26.12.2017 0:00;4;31;8;5,9;2500
25.12.2017 22:00;4;31;8;5,9;2500
25.12.2017 20:00;4;31;9;5,9;2500
25.12.2017 18:00;4;31,2;11;5,9;2500
25.12.2017 16:00;4;31,5;13;5,9;2500
25.12.2017 14:00;4;31,6;16;5,9;2500
25.12.2017 12:00;4;31,4;7;5,9;2500
25.12.2017 10:00;4;31,4;8;5,9;2500
25.12.2017 8:00;4;31,4;8;5,9;2500
25.12.2017;4;31,4;9;5,9;2500
25.12.2017 4:00;4;31,4;10;5,9;2500
25.12.2017 2:00;4;31,3;17;5,9;2500
25.12.2017 0:00;4;30,3;17;5,9;2500
24.12.2017 22:00;4;29,2;9;5,9;2500
24.12.2017 20:00;4;28,9;9;5,9;2500
24.12.2017 18:00;4;29,5;9;5,9;2500
24.12.2017 16:00;4;29,6;10;5,9;2500
24.12.2017 14:00;4;29,7;12;5,9;2500
24.12.2017 12:00;4;30,8;14;5,9;2500
24.12.2017 10:00;4;31,6;16;5,9;2500
24.12.2017 8:00;4;31,6;10;5,9;2500
24.12.2017;4;31,5;8;5,8;2400
24.12.2017 4:00;4;31,6;8;5,9;2500
24.12.2017 2:00;4;31,7;8;5,9;2500
24.12.2017 0:00;4;31,9;10;5,9;2500
23.12.2017 22:00;4;31,8;12;5,9;2500
23.12.2017 20:00;4;31,4;15;5,9;2500
23.12.2017 18:00;4;31,5;17;5,9;2400
23.12.2017 16:00;4;31,9;8;5,9;2500
23.12.2017 14:00;4;32,3;7;5,9;2500
23.12.2017 12:00;4;32,7;7;5,9;2500
23.12.2017 10:00;4;33;7;5,9;2500
23.12.2017 8:00;4;32,7;8;5,9;2500
23.12.2017;4;32,4;8;5,9;2400
23.12.2017 4:00;4;31,8;9;5,9;2400
23.12.2017 2:00;4;31,3;10;5,9;2500
23.12.2017 0:00;4;31,3;11;5,9;2500
22.12.2017 22:00;4;31,3;11;5,9;2500
22.12.2017 20:00;4;31,1;14;5,9;2500
22.12.2017 18:00;4;31,3;17;5,9;2600
22.12.2017 16:00;4;31,5;10;5,9;2500
22.12.2017 14:00;4;31,7;8;5,9;2500
22.12.2017 12:00;4;32;8;5,9;2500
22.12.2017 10:00;4;32,1;8;5,9;2500
22.12.2017 8:00;4;32;8;5,9;2500
22.12.2017;4;31,9;10;5,9;2500
22.12.2017 4:00;4;31,8;11;5,9;2500
22.12.2017 2:00;4;31,6;13;5,9;2500
22.12.2017 0:00;4;31,5;16;5,9;2500
21.12.2017 22:00;4;31,4;13;5,9;2500
21.12.2017 20:00;4;31,1;7;5,8;2600
21.12.2017 18:00;4;31;8;5,8;2600
21.12.2017 16:00;4;31,2;9;5,8;2600
21.12.2017 14:00;4;31,3;10;5,8;2600
21.12.2017 12:00;4;31,4;11;5,8;2600
21.12.2017 10:00;4;31,5;14;5,8;2600
21.12.2017 8:00;4;31,8;18;5,8;2600
21.12.2017;4;32;8;5,8;2600
21.12.2017 4:00;4;32,1;8;5,8;2600
21.12.2017 2:00;4;31,8;9;5,8;2600
21.12.2017 0:00;4;31,6;10;5,8;2600
20.12.2017 22:00;4;31,4;12;5,8;2600
20.12.2017 20:00;4;31,2;8;5,8;2600
20.12.2017 18:00;4;31,2;7;5,8;2600
20.12.2017 16:00;4;31,2;8;5,8;2600
20.12.2017 14:00;4;30,9;8;5,8;2600
20.12.2017 12:00;4;31,2;10;5,8;1700
20.12.2017 10:00;4;31,4;9;5,8;2500
20.12.2017 8:00;4;31,8;11;5,8;2500
20.12.2017;4;32,1;13;5,8;2600
20.12.2017 4:00;4;32,2;18;5,8;2600
20.12.2017 2:00;4;32,2;6;5,8;2600
20.12.2017 0:00;4;32;7;5,8;2600
19.12.2017 22:00;4;31,8;8;5,8;2600
19.12.2017 20:00;4;31,6;9;5,8;2600
19.12.2017 18:00;4;31,5;12;5,8;2600
19.12.2017 16:00;4;31,2;16;5,8;2600
19.12.2017 14:00;4;31,2;16;5,8;2500
19.12.2017 12:00;4;31,3;9;5,8;2500
19.12.2017 10:00;4;31,4;9;5,8;2500
19.12.2017 8:00;4;31,6;9;5,9;2500
19.12.2017;4;31,9;10;5,8;2500
19.12.2017 4:00;4;32,2;12;5,8;2500
19.12.2017 2:00;4;32,2;15;5,8;2500
19.12.2017 0:00;4;31,9;10;5,8;2500
18.12.2017 22:00;4;31,8;8;5,8;2500
18.12.2017 20:00;4;31,6;8;5,8;2600
18.12.2017 18:00;4;31,6;8;5,8;2600
18.12.2017 16:00;4;31,5;9;5,8;2600
18.12.2017 14:00;4;31,4;12;5,8;2600
18.12.2017 12:00;4;31,2;14;5,8;2600
18.12.2017 10:00;4;30,9;15;5,8;2600
18.12.2017 8:00;4;31,1;7;5,8;2600
18.12.2017;4;31,3;8;5,8;2600
18.12.2017 4:00;4;31,5;11;5,8;2500
18.12.2017 2:00;4;31,8;11;5,8;2500
18.12.2017 0:00;4;32;14;5,8;2600
17.12.2017 22:00;4;32;17;5,8;2600
17.12.2017 20:00;4;32;7;5,8;2600
17.12.2017 18:00;4;31,9;7;5,8;2600
17.12.2017 16:00;4;31,9;8;5,8;2600
17.12.2017 14:00;4;31,9;14;5,8;2600
17.12.2017 12:00;4;31,9;14;5,8;2600
17.12.2017 10:00;4;31,8;8;5,8;2600
17.12.2017 8:00;4;31,7;8;5,8;2500
17.12.2017;4;31,6;8;5,8;2500
17.12.2017 4:00;4;31,4;8;5,8;2500
17.12.2017 2:00;4;31,2;15;5,8;2500
17.12.2017 0:00;4;31,1;15;5,8;2500
16.12.2017 22:00;4;30,9;15;5,8;2500
16.12.2017 20:00;4;30,7;7;5,8;2600
16.12.2017 18:00;4;31,1;7;5,8;2600
16.12.2017 16:00;4;31,5;8;5,8;2600
16.12.2017 14:00;4;31,5;9;5,8;2600
16.12.2017 12:00;4;31,5;11;5,8;2600
16.12.2017 10:00;4;31,9;13;5,8;2600
16.12.2017 8:00;4;31,9;18;5,8;2600
16.12.2017;4;31,8;8;5,8;2500
16.12.2017 4:00;4;31,7;14;5,8;2500
16.12.2017 2:00;4;31,5;15;5,8;2500
16.12.2017 0:00;4;31,4;12;5,8;2500
15.12.2017 22:00;4;31,2;12;5,8;2500
15.12.2017 20:00;4;30,6;15;5,8;2500
15.12.2017 18:00;4;30,4;5;5,8;2600
15.12.2017 16:00;4;30,6;5;5,8;2400
15.12.2017 14:00;4;30,9;9;5,8;2400
15.12.2017 12:00;4;31;13;5,8;2400
15.12.2017 10:00;4;31,2;13;5,8;2500
15.12.2017 8:00;4;31,4;10;5,8;2500
15.12.2017;4;31,4;10;5,8;2500
15.12.2017 4:00;4;31,5;10;5,8;2500
15.12.2017 2:00;4;31,5;10;5,8;2500
15.12.2017 0:00;4;31,3;12;5,8;2500
14.12.2017 22:00;4;31,3;16;5,8;2600
14.12.2017 20:00;4;31,2;15;5,8;2600
14.12.2017 18:00;4;31,5;8;5,8;2600
14.12.2017 16:00;4;31,4;10;5,8;2500
14.12.2017 14:00;4;31,4;10;5,8;2500
14.12.2017 12:00;4;31,4;15;5,9;2500
14.12.2017 10:00;4;31,3;16;5,8;2500
14.12.2017 8:00;4;31,5;17;5,8;2500
14.12.2017;4;31,9;7;5,9;2600
14.12.2017 4:00;4;31,9;14;5,9;2600
14.12.2017 2:00;4;31,7;10;5,9;2600
14.12.2017 0:00;4;31,5;14;5,9;2700
13.12.2017 22:00;4;31,4;17;5,9;2600
13.12.2017 20:00;4;30,8;8;5,9;2700
13.12.2017 18:00;4;30,4;8;5,9;2700
13.12.2017 16:00;4;30,3;14;5,8;2700
13.12.2017 14:00;4;30,6;12;5,8;2700
13.12.2017 12:00;4;30,6;16;5,8;2700
13.12.2017 10:00;4;30,8;18;5,8;2700
13.12.2017 8:00;4;31,4;8;5,8;2700
13.12.2017;4;31,9;10;5,8;2700
13.12.2017 4:00;4;32;11;5,8;2700
13.12.2017 2:00;4;32,2;14;5,8;2700
13.12.2017 0:00;4;32,1;18;5,8;2700
12.12.2017 22:00;4;31,8;8;5,8;2800
12.12.2017 20:00;4;31,6;9;5,8;3000
12.12.2017 18:00;4;31,6;9;5,8;3000
12.12.2017 16:00;4;31,7;15;5,8;3100
12.12.2017 14:00;4;31,7;7;5,8;3000
12.12.2017 12:00;4;31,6;8;5,8;3000
12.12.2017 10:00;4;31,6;8;5,8;3000
12.12.2017 8:00;4;31,6;8;5,8;3000
12.12.2017;4;31,6;14;5,8;3100
12.12.2017 4:00;4;31,6;10;5,8;3000
12.12.2017 2:00;4;31,4;14;5,8;3100
12.12.2017 0:00;4;31,4;17;5,8;3100
11.12.2017 22:00;4;31,4;7;5,8;3100
11.12.2017 20:00;4;31,2;12;5,8;3100
11.12.2017 18:00;4;31;13;5,8;3100
11.12.2017 16:00;4;30,9;10;5,8;3100
11.12.2017 14:00;4;30,9;9;5,8;3100
11.12.2017 12:00;4;30,8;10;5,8;3100
11.12.2017 10:00;4;31;12;5,8;3100
11.12.2017 8:00;4;31,5;11;5,8;3000
11.12.2017;4;31,7;9;5,8;3000
11.12.2017 4:00;4;31,4;9;5,8;3000
11.12.2017 2:00;4;30,8;9;5,8;3000
11.12.2017 0:00;4;30,1;10;5,8;3000
10.12.2017 22:00;4;30,3;10;5,8;3000
10.12.2017 20:00;4;30,4;11;5,8;3000
10.12.2017 18:00;4;30,8;11;5,8;2800
10.12.2017 16:00;4;31,2;11;5,8;2800
10.12.2017 14:00;4;31,6;11;5,8;2800
10.12.2017 12:00;4;31,3;13;5,8;2700
10.12.2017 10:00;4;30,8;14;5,8;2700
10.12.2017 8:00;4;30,6;14;5,8;2500
10.12.2017;4;30,7;14;5,8;2500
10.12.2017 4:00;4;30,9;14;5,8;2500
10.12.2017 2:00;4;31;14;5,8;2400
10.12.2017 0:00;4;31,1;14;5,8;2400
09.12.2017 22:00;4;31,1;14;5,8;2500
09.12.2017 20:00;4;31;14;5,8;2500
09.12.2017 18:00;4;30,9;14;5,8;2500
09.12.2017 16:00;4;31;15;5,8;2400
09.12.2017 14:00;4;31,1;16;5,8;2400
09.12.2017 12:00;4;31,2;15;5,8;2400
09.12.2017 10:00;4;31,4;15;5,8;2400
09.12.2017 8:00;4;31,5;15;5,8;2400
09.12.2017;4;31,5;16;5,8;2300
09.12.2017 4:00;4;31,5;17;5,8;2300
09.12.2017 2:00;4;31,5;17;5,8;2300
09.12.2017 0:00;4;31,8;17;5,8;2300
08.12.2017 22:00;4;31,8;17;5,8;2300
08.12.2017 20:00;4;31,8;17;5,8;2400
08.12.2017 18:00;4;31,8;17;5,8;2300
08.12.2017 16:00;4;31,5;17;5,8;2300
08.12.2017 14:00;4;31,6;17;5,8;2300
08.12.2017 12:00;4;31,7;18;5,8;2400
08.12.2017 10:00;4;31,8;15;5,8;2300
08.12.2017 8:00;4;31,8;15;5,8;2300
08.12.2017;4;31,7;15;5,8;2400
08.12.2017 4:00;4;31,8;15;5,8;2200
08.12.2017 2:00;4;31,7;15;5,8;2300
08.12.2017 0:00;4;31,7;15;5,8;2300
07.12.2017 22:00;4;31,6;15;5,8;2300
07.12.2017 20:00;4;31,5;15;5,8;2300
07.12.2017 18:00;4;31,5;14;5,8;2300
07.12.2017 16:00;4;31,6;14;5,8;2400
07.12.2017 14:00;4;31,6;14;5,8;2400
07.12.2017 12:00;4;31,5;15;5,8;2400
07.12.2017 10:00;4;31,6;14;5,8;2300
07.12.2017 8:00;4;31,7;14;5,8;2300
07.12.2017;4;31,8;14;5,8;2300
07.12.2017 4:00;4;31,8;14;5,8;2300
07.12.2017 2:00;4;32;14;5,8;2300
07.12.2017 0:00;4;32,3;14;5,8;2300
06.12.2017 22:00;4;32,5;14;5,8;2400
06.12.2017 20:00;4;32,3;14;5,8;2400
06.12.2017 18:00;5;32,5;14;5,8;2400
06.12.2017 16:00;5;32,7;14;5,8;2400
06.12.2017 14:00;5;32,6;15;5,8;2300
06.12.2017 12:00;5;32,4;15;5,8;2300
06.12.2017 10:00;5;32;14;5,8;2300
06.12.2017 8:00;5;32;14;5,8;2300
06.12.2017;5;31,9;14;5,8;2400
06.12.2017 4:00;5;31,7;15;5,8;2300
06.12.2017 2:00;5;31,4;15;5,8;2300
06.12.2017 0:00;5;31,3;15;5,8;2300
05.12.2017 22:00;5;31,3;15;5,8;2300
05.12.2017 20:00;5;31,2;15;5,8;2300
05.12.2017 18:00;5;31,2;15;5,8;2300
05.12.2017 16:00;5;31,3;15;5,8;2300
05.12.2017 14:00;5;31,4;15;5,8;2300
05.12.2017 12:00;5;31,3;15;5,8;2300
05.12.2017 10:00;5;31,4;15;5,8;2300
05.12.2017 8:00;5;31,7;15;5,8;2300
05.12.2017;5;32;15;5,8;2300
05.12.2017 4:00;5;32,3;15;5,8;2300
05.12.2017 2:00;5;32,2;15;5,8;2300
05.12.2017 0:00;5;31,8;15;5,8;2300
04.12.2017 22:00;5;31,4;15;5,8;2300
04.12.2017 20:00;5;31,3;15;5,8;2400
04.12.2017 18:00;5;31,3;15;5,8;2400
04.12.2017 16:00;5;31,3;15;5,8;2300
04.12.2017 14:00;5;31;15;5,8;2300
04.12.2017 12:00;5;31,1;15;5,8;2300
04.12.2017 10:00;5;31,3;15;5,8;2300
04.12.2017 8:00;5;31,6;15;5,8;2300
04.12.2017;5;31,8;15;5,8;2400
04.12.2017 4:00;5;32,2;15;5,8;2300
04.12.2017 2:00;5;32,4;15;5,8;2300
04.12.2017 0:00;5;32,5;15;5,8;2300
03.12.2017 22:00;5;32,4;15;5,8;2300
03.12.2017 20:00;5;32;15;5,8;2300
03.12.2017 18:00;5;31,9;15;5,8;2300
03.12.2017 16:00;5;32;15;5,8;2300
03.12.2017 14:00;5;32;15;5,8;2300
03.12.2017 12:00;5;31,9;15;5,8;2300
03.12.2017 10:00;5;31,9;15;5,8;2400
03.12.2017 8:00;5;31,9;15;5,8;2300
03.12.2017;5;31,8;15;5,8;2300
03.12.2017 4:00;5;31,7;15;5,8;2300
03.12.2017 2:00;5;31,5;16;5,8;2300
03.12.2017 0:00;5;31,3;17;5,8;2300
02.12.2017 22:00;5;31,4;16;5,8;2400
02.12.2017 20:00;5;31,3;16;5,8;2400
02.12.2017 18:00;5;31,3;15;5,8;2400
02.12.2017 16:00;5;31,3;16;5,8;2400
02.12.2017 14:00;5;31,3;16;5,8;2400
02.12.2017 12:00;5;31,3;16;5,8;2400
02.12.2017 10:00;5;31,3;16;5,8;2400
02.12.2017 8:00;5;31,3;16;5,8;2400
02.12.2017;5;31,3;16;5,8;2400
02.12.2017 4:00;5;31;16;5,8;2300
02.12.2017 2:00;5;30,9;16;5,8;2300
02.12.2017 0:00;5;31,2;16;5,9;2300
01.12.2017 22:00;5;31,5;16;5,8;2300
01.12.2017 20:00;5;31,4;16;5,8;2300
01.12.2017 18:00;5;31,3;16;5,8;2400
01.12.2017 16:00;5;31,1;16;5,8;2400
01.12.2017 14:00;5;30,9;16;5,8;2400
01.12.2017 12:00;5;30,7;16;5,8;2300
01.12.2017 10:00;5;30,7;16;5,8;2300
01.12.2017 8:00;5;30,6;16;5,8;2300
01.12.2017;5;30,7;16;5,8;2300
01.12.2017 4:00;5;30,7;16;5,8;2200
01.12.2017 2:00;5;30,9;15;5,8;2300
01.12.2017 0:00;5;31,2;16;5,8;2300
30.11.2017 22:00;5;31,5;16;5,8;2300
30.11.2017 20:00;5;31,8;16;5,8;2300
30.11.2017 18:00;5;32,4;15;5,8;2300
30.11.2017 16:00;5;32,6;16;5,8;2300
30.11.2017 14:00;5;32,9;16;5,8;2200
30.11.2017 12:00;5;32,4;17;5,8;2300
30.11.2017 10:00;5;31,7;17;5,8;2300
30.11.2017 8:00;5;31,5;17;5,8;2300
30.11.2017;5;31,4;17;5,8;2300
30.11.2017 4:00;5;31,6;17;5,8;2200
30.11.2017 2:00;5;31,4;17;5,8;2200
30.11.2017 0:00;5;31,5;17;5,8;2200
29.11.2017 22:00;5;31,3;17;5,8;2300
29.11.2017 20:00;5;31,3;16;5,8;2300
29.11.2017 18:00;5;31,3;17;5,8;2300
29.11.2017 16:00;5;31,6;16;5,8;2300
29.11.2017 14:00;5;31,9;15;5,8;2300
29.11.2017 12:00;5;31,7;15;5,8;2300
29.11.2017 10:00;5;31,9;16;5,8;2300
29.11.2017 8:00;5;32,2;15;5,8;2300
29.11.2017;5;32,5;15;5,8;2300
29.11.2017 4:00;5;32,7;16;5,8;2300
29.11.2017 2:00;5;33;16;5,9;2300
29.11.2017 0:00;5;33,3;15;5,8;2300
28.11.2017 22:00;5;33,4;15;5,8;2400
28.11.2017 20:00;5;33,2;15;5,8;2400
28.11.2017 18:00;5;33;16;5,8;2400
28.11.2017 16:00;5;33,1;16;5,8;2300
28.11.2017 14:00;5;33,2;16;5,8;2300
28.11.2017 12:00;5;33,1;16;5,8;2400
28.11.2017 10:00;5;33;17;5,8;1900
28.11.2017 8:00;5;32,8;16;5,8;2400
28.11.2017;5;33,2;16;5,8;2400
28.11.2017 4:00;5;32,7;15;5,8;2200
28.11.2017 2:00;5;32,2;15;5,8;2300
28.11.2017 0:00;5;32;15;5,8;2300
27.11.2017 22:00;5;31,6;15;5,8;2400
27.11.2017 20:00;5;31,3;15;5,8;2400
27.11.2017 18:00;5;31;17;5,8;2400
27.11.2017 16:00;5;31;17;5,8;2400
27.11.2017 14:00;5;31,1;20;5,8;2400
27.11.2017 12:00;5;31,2;21;5,8;2400
27.11.2017 10:00;5;31,3;22;5,8;2400
27.11.2017 8:00;5;31,5;21;5,8;2400
27.11.2017;5;31,8;12;5,8;2400
27.11.2017 4:00;5;31,7;18;5,8;2300
27.11.2017 2:00;5;31,8;15;5,8;2300
27.11.2017 0:00;5;31,8;15;5,8;2300
26.11.2017 22:00;5;31,9;15;5,8;2400
26.11.2017 20:00;5;31,8;18;5,8;2400
26.11.2017 18:00;5;31,8;10;5,8;2400
26.11.2017 16:00;5;32,5;11;5,8;2400
26.11.2017 14:00;5;32,2;16;5,8;2400
26.11.2017 12:00;5;32,6;11;5,8;2400
26.11.2017 10:00;5;32,6;16;5,8;2500
26.11.2017 8:00;5;32,6;17;5,8;2400
26.11.2017;5;32,8;15;5,8;2400
26.11.2017 4:00;5;32,9;9;5,8;2400
26.11.2017 2:00;5;33;12;5,8;2400
26.11.2017 0:00;5;31,7;18;5,8;2400
25.11.2017 22:00;5;31,1;9;5,8;2400
25.11.2017 20:00;5;30,9;11;5,8;2500
25.11.2017 18:00;5;30,9;17;5,8;2500
25.11.2017 16:00;5;30,8;12;5,8;2400
25.11.2017 14:00;5;30,9;12;5,8;2500
25.11.2017 12:00;5;30,9;14;5,8;2500
25.11.2017 10:00;5;31,2;15;5,8;2400
25.11.2017 8:00;5;31,4;10;5,8;2400
25.11.2017;5;31,5;10;5,8;2400
25.11.2017 4:00;5;31,3;9;5,8;2300
25.11.2017 2:00;5;31,3;10;5,8;2400
25.11.2017 0:00;5;31,3;10;5,8;2400
24.11.2017 22:00;5;31,4;9;5,8;2400
24.11.2017 20:00;5;31,6;10;5,8;2400
24.11.2017 18:00;5;31,6;10;5,8;2400
24.11.2017 16:00;5;31,9;10;5,8;2300
24.11.2017 14:00;5;32;11;5,8;2300
24.11.2017 12:00;5;32,2;10;5,8;2300
24.11.2017 10:00;5;31,9;11;5,8;2300
24.11.2017 8:00;5;31,9;11;5,8;2300
24.11.2017;5;31,8;11;5,8;2300
24.11.2017 4:00;5;31,9;11;5,8;2100
24.11.2017 2:00;5;31,9;11;5,8;2100
24.11.2017 0:00;5;31,7;11;5,8;2100
23.11.2017 22:00;5;31,9;11;5,8;2200
23.11.2017 20:00;5;31,7;11;5,8;2200
23.11.2017 18:00;5;31,9;11;5,8;2200
23.11.2017 16:00;5;32;11;5,8;2200
23.11.2017 14:00;5;31,8;12;5,8;2200
23.11.2017 12:00;5;31,6;12;5,8;2200
23.11.2017 10:00;5;31,6;12;5,8;2200
23.11.2017 8:00;5;31,7;11;5,8;2200
23.11.2017;5;31,8;11;5,8;2200
23.11.2017 4:00;5;31,5;12;5,8;2100
23.11.2017 2:00;5;31,5;12;5,8;2100
23.11.2017 0:00;5;31,5;12;5,8;2100
22.11.2017 22:00;5;31,6;12;5,8;2200
22.11.2017 20:00;5;31,5;12;5,8;2200
22.11.2017 18:00;5;31,4;12;5,8;2200
22.11.2017 16:00;5;30,8;12;5,8;2200
22.11.2017 14:00;5;30,5;12;5,8;2200
22.11.2017 12:00;5;31;12;5,8;2100
22.11.2017 10:00;5;31,6;12;5,8;2200
22.11.2017 8:00;5;31,7;12;5,8;2200
22.11.2017;5;31,6;12;5,8;2200
22.11.2017 4:00;5;31,6;12;5,8;2200
22.11.2017 2:00;5;31,6;12;5,8;2100
22.11.2017 0:00;5;31,6;12;5,8;2100
21.11.2017 22:00;5;31,7;11;5,8;2200
21.11.2017 20:00;5;31,8;11;5,8;2200
21.11.2017 18:00;5;31,8;12;5,8;2200
21.11.2017 16:00;5;30,9;13;5,8;2100
21.11.2017 14:00;5;29,6;13;5,8;2100
21.11.2017 12:00;5;30,1;13;5,8;2100
21.11.2017 10:00;5;31,1;12;5,8;2100
21.11.2017 8:00;5;31,3;12;5,8;2200
21.11.2017;5;31,4;12;5,8;2200
21.11.2017 4:00;5;31,4;12;5,8;2100
21.11.2017 2:00;5;31,3;11;5,8;2100
21.11.2017 0:00;5;31,2;11;5,8;2200
20.11.2017 22:00;5;31;12;5,8;2200
20.11.2017 20:00;5;30,9;11;5,8;2200
20.11.2017 18:00;5;30,9;12;5,8;2200
20.11.2017 16:00;5;30,8;11;5,8;2200
20.11.2017 14:00;5;31,1;12;5,8;2200
20.11.2017 12:00;5;31,2;12;5,8;2200
20.11.2017 10:00;5;31,8;11;5,8;2200
20.11.2017 8:00;5;32,4;11;5,8;2200
20.11.2017;5;32,6;11;5,8;2200
20.11.2017 4:00;5;32,6;11;5,8;2100
20.11.2017 2:00;5;32,6;11;5,8;2100
20.11.2017 0:00;5;32,7;11;5,8;2100
19.11.2017 22:00;5;32,8;11;5,8;2200
19.11.2017 20:00;5;32,7;11;5,8;2200
19.11.2017 18:00;5;32,7;11;5,8;2200
19.11.2017 16:00;5;32,8;11;5,8;2200
19.11.2017 14:00;5;32,9;10;5,8;2200
19.11.2017 12:00;5;32,9;11;5,8;2300
19.11.2017 10:00;5;33;11;5,8;2300
19.11.2017 8:00;5;32,9;11;5,8;2200
19.11.2017;5;32,9;11;5,8;2200
19.11.2017 4:00;5;32,9;11;5,8;2100
19.11.2017 2:00;5;32,9;11;0;2100
19.11.2017 0:00;5;32,8;11;0;2100
18.11.2017 22:00;5;32,5;11;5,8;2200
18.11.2017 20:00;5;32,1;11;5,8;2200
18.11.2017 18:00;5;31,6;11;5,8;2200
18.11.2017 16:00;5;31,5;11;5,8;2200
18.11.2017 14:00;5;31,6;12;5,8;2200
18.11.2017 12:00;5;31,7;11;5,8;2200
18.11.2017 10:00;5;31,9;10;5,8;2300
18.11.2017 8:00;5;32,1;11;5,9;2200
18.11.2017;5;32,2;11;5,8;2200
18.11.2017 4:00;5;32,4;11;5,8;2200
18.11.2017 2:00;5;32,6;11;5,8;2200
18.11.2017 0:00;5;32,4;12;5,8;2200
17.11.2017 22:00;5;32,2;11;5,8;2200
17.11.2017 20:00;5;31,9;11;5,8;2200
17.11.2017 18:00;5;31,6;12;5,8;2200
17.11.2017 16:00;5;31,7;11;5,8;2100
17.11.2017 14:00;5;32;11;5,8;2100
17.11.2017 12:00;5;32,3;11;5,8;2200
17.11.2017 10:00;5;32,5;12;5,8;2200
17.11.2017 8:00;5;32,3;12;5,8;2200
17.11.2017;5;32,2;12;5,8;2200
17.11.2017 4:00;5;32;12;5,8;2200
17.11.2017 2:00;5;31,7;12;5,8;2200
17.11.2017 0:00;5;31,7;12;5,8;2200
16.11.2017 22:00;5;32;11;5,8;2200
16.11.2017 20:00;5;32,3;12;5,8;2200
16.11.2017 18:00;5;32,6;11;5,8;2200
16.11.2017 16:00;5;32,6;11;5,8;2200
16.11.2017 14:00;5;32,6;11;5,8;2200
16.11.2017 12:00;5;32,7;11;5,8;2200
16.11.2017 10:00;5;32,7;11;5,8;2200
