Дата и время;Tвх,        ⁰С;Pвх, кг/см2;Tвых,       ⁰С;Pвых, кг/см2;Q, м3/час
02.04.2017 18:00;3;32,6;16;5,8;2300
02.04.2017 16:00;3;32,7;15;5,8;2300
02.04.2017 14:00;3;32,7;17;5,8;2300
02.04.2017 12:00;3;32,6;16;5,8;2300
02.04.2017 10:00;3;32,4;17;5,9;2400
02.04.2017 8:00;3;32,3;17;5,8;2400
02.04.2017 6:00;3;32,2;17;5,8;2400
02.04.2017 4:00;3;31,4;17;5,9;2300
02.04.2017 2:00;3;30,4;16;5,9;2300
02.04.2017;3;30,4;18;5,9;2300
01.04.2017 22:00;3;30,6;16;5,9;2300
01.04.2017 20:00;3;30,6;18;5,9;2300
01.04.2017 18:00;3;30,8;17;5,8;2400
01.04.2017 16:00;3;30,9;19;5,8;2100
01.04.2017 14:00;3;30,7;17;5,8;2100
01.04.2017 12:00;3;30,2;19;5,9;2000
01.04.2017 10:00;3;30,3;19;5,9;1200
01.04.2017 8:00;3;30,3;16;5,8;2400
01.04.2017 6:00;3;30,5;18;5,8;2300
01.04.2017 4:00;3;30,4;17;5,8;2300
01.04.2017 2:00;3;29,9;18;5,8;2300
01.04.2017;3;29,7;18;5,8;2300
31.03.2017 22:00;3;29,9;18;5,8;2300
31.03.2017 20:00;3;30,3;17;5,8;2200
31.03.2017 18:00;3;30,7;18;5,9;2300
31.03.2017 16:00;3;30,1;18;5,9;2200
31.03.2017 14:00;3;30;17;5,9;2200
31.03.2017 12:00;3;29,9;18;5,9;2200
31.03.2017 10:00;3;29,9;16;5,9;2300
31.03.2017 8:00;3;30;18;5,8;2300
31.03.2017 6:00;3;30,1;17;5,8;2300
31.03.2017 4:00;3;30,1;18;5,8;2200
31.03.2017 2:00;3;29,9;19;5,8;2200
31.03.2017;3;29,9;17;5,8;2300
30.03.2017 22:00;3;30;19;5,8;2200
30.03.2017 20:00;3;30,2;16;5,8;2400
30.03.2017 18:00;3;30,3;19;5,8;2200
30.03.2017 16:00;3;30,4;16;5,9;2200
30.03.2017 14:00;3;30,5;18;5,8;2300
30.03.2017 12:00;3;30,3;19;5,8;2100
30.03.2017 10:00;3;30,2;19;5,8;2200
30.03.2017 8:00;3;30,3;19;5,8;2300
30.03.2017 6:00;3;30,4;19;5,8;2300
30.03.2017 4:00;3;30,2;16;5,9;2200
30.03.2017 2:00;3;30,1;18;5,9;2200
30.03.2017;3;30;17;5,8;2200
29.03.2017 22:00;3;29,9;18;5,9;2100
29.03.2017 20:00;3;29,9;17;5,8;2300
29.03.2017 18:00;3;30,1;17;5,9;2000
29.03.2017 16:00;3;30,2;17;5,8;2100
29.03.2017 14:00;3;30,5;19;5,8;2000
29.03.2017 12:00;3;30,8;19;5,8;2000
29.03.2017 10:00;3;30,7;17;5,8;2100
29.03.2017 8:00;3;30,5;18;5,8;2200
29.03.2017 6:00;3;30,5;19;5,8;2100
29.03.2017 4:00;3;30,6;17;5,8;2100
29.03.2017 2:00;3;30,6;18;5,8;2000
29.03.2017;3;30,6;18;5,8;2000
28.03.2017 22:00;3;30,6;18;5,9;2100
28.03.2017 20:00;3;30,7;18;5,8;2100
28.03.2017 18:00;3;30,8;18;5,8;2100
28.03.2017 16:00;3;30,8;17;5,8;2100
28.03.2017 14:00;3;30,9;18;5,8;2100
28.03.2017 12:00;3;30,9;19;5,8;2100
28.03.2017 10:00;3;31;16;5,8;2200
28.03.2017 8:00;3;30,9;18;5,8;2200
28.03.2017 6:00;3;31;19;5,8;2100
28.03.2017 4:00;3;31;18;5,8;2100
28.03.2017 2:00;3;30,9;18;5,8;2000
28.03.2017;3;30,9;18;5,8;2000
27.03.2017 22:00;3;30,9;19;5,8;2100
27.03.2017 20:00;3;31;17;5,8;2000
27.03.2017 18:00;3;31,6;16;5,8;2000
27.03.2017 16:00;3;32,4;16;5,9;2100
27.03.2017 14:00;3;32,2;18;5,9;2000
27.03.2017 12:00;3;32;18;5,8;2000
27.03.2017 10:00;3;31,9;16;5,8;2100
27.03.2017 8:00;3;31,9;16;5,8;2100
27.03.2017 6:00;3;31,8;18;5,8;2100
27.03.2017 4:00;3;31,8;16;5,8;2100
27.03.2017 2:00;3;31,8;18;5,8;2100
27.03.2017;3;31,8;18;5,8;2000
26.03.2017 22:00;3;31,7;16;5,8;2100
26.03.2017 20:00;3;31,7;18;5,8;2200
26.03.2017 18:00;3;31,8;19;5,8;2100
26.03.2017 16:00;3;31,7;16;5,8;2100
26.03.2017 14:00;3;31,6;17;5,8;1800
26.03.2017 12:00;3;31,7;17;5,8;2200
26.03.2017 10:00;3;32;17;5,8;2100
26.03.2017 8:00;3;32,1;18;5,8;1900
26.03.2017 6:00;3;32,2;18;5,8;1800
26.03.2017 4:00;3;32,1;18;5,9;1900
26.03.2017 2:00;3;32,1;17;5,8;2000
26.03.2017;3;31,9;19;5,9;1800
25.03.2017 22:00;3;31,4;17;5,8;2100
25.03.2017 20:00;3;31,4;16;5,8;2100
25.03.2017 18:00;3;31,7;19;5,8;2100
25.03.2017 16:00;3;31,8;19;5,8;2100
25.03.2017 14:00;3;31,8;17;5,8;2200
25.03.2017 12:00;3;31,8;19;5,8;2100
25.03.2017 10:00;3;31,8;16;5,9;2100
25.03.2017 8:00;3;31,7;17;5,8;2300
25.03.2017 6:00;3;31,8;19;5,8;2000
25.03.2017 4:00;3;31,9;16;5,8;2000
25.03.2017 2:00;3;31,8;17;5,8;2000
25.03.2017;3;31,8;17;5,9;2000
24.03.2017 22:00;3;31,9;16;5,9;2100
24.03.2017 20:00;3;32;16;5,8;2100
24.03.2017 18:00;3;32,2;18;5,8;2000
24.03.2017 16:00;3;32,1;18;5,8;2100
24.03.2017 14:00;3;32,2;18;5,8;2000
24.03.2017 12:00;3;32,5;18;5,8;2000
24.03.2017 10:00;3;32,4;16;5,8;2100
24.03.2017 8:00;3;32,6;17;5,8;2100
24.03.2017 6:00;3;32,8;17;5,8;2000
24.03.2017 4:00;3;33,1;18;5,8;2100
24.03.2017 2:00;3;33,2;16;5,8;2100
24.03.2017;3;33,3;16;5,8;2100
23.03.2017 22:00;3;33,4;16;5,8;2100
23.03.2017 20:00;3;33,4;16;5,8;2100
23.03.2017 18:00;3;33,5;16;5,8;2100
23.03.2017 16:00;3;33,5;16;5,8;2200
23.03.2017 14:00;3;33,4;15;5,8;2300
23.03.2017 12:00;3;33,3;19;5,8;2200
23.03.2017 10:00;3;33,4;19;5,8;2300
23.03.2017 8:00;3;33,4;17;5,8;2200
23.03.2017 6:00;3;33,4;19;5,8;2000
23.03.2017 4:00;3;33,2;16;5,9;2000
23.03.2017 2:00;3;33,2;16;5,9;2000
23.03.2017;3;33,2;16;5,9;2000
22.03.2017 22:00;3;33,2;16;5,9;2000
22.03.2017 20:00;3;33,2;17;5,8;2200
22.03.2017 18:00;3;33,2;18;5,8;2100
22.03.2017 16:00;3;33,3;15;5,8;2000
22.03.2017 14:00;3;33,3;16;5,8;1900
22.03.2017 12:00;3;33,2;17;5,9;2000
22.03.2017 10:00;3;33,1;17;5,8;2100
22.03.2017 8:00;3;33,1;17;5,8;2100
22.03.2017 6:00;3;33,1;17;5,8;2000
22.03.2017 4:00;3;33;16;5,8;2100
22.03.2017 2:00;3;32,9;17;5,8;2100
22.03.2017;3;32,8;18;5,8;2000
21.03.2017 22:00;3;32,7;16;5,8;2100
21.03.2017 20:00;3;32,7;17;5,8;2100
21.03.2017 18:00;3;32,7;17;5,7;2100
21.03.2017 16:00;3;32,7;16;5,7;1700
21.03.2017 14:00;3;32,8;19;6;1100
21.03.2017 12:00;3;32,2;18;5,9;2000
21.03.2017 10:00;3;32,3;18;5,9;2200
21.03.2017 8:00;3;32,1;16;5,9;2300
21.03.2017 6:00;3;32,1;17;5,8;2200
21.03.2017 4:00;3;32,2;17;5,8;2200
21.03.2017 2:00;3;32,2;19;5,9;2100
21.03.2017;3;32,2;16;5,9;2200
20.03.2017 22:00;3;32,2;19;5,8;2300
20.03.2017 20:00;3;32,3;17;5,8;2300
20.03.2017 18:00;3;32,3;17;5,8;2200
20.03.2017 16:00;3;32,5;19;5,9;2200
20.03.2017 14:00;3;32,2;17;5,8;2200
20.03.2017 12:00;3;32,2;18;5,8;2100
20.03.2017 10:00;3;32,3;18;5,9;2200
20.03.2017 8:00;3;32,2;17;5,8;2200
20.03.2017 6:00;3;32,3;18;5,8;2200
20.03.2017 4:00;3;32,3;16;5,8;2200
20.03.2017 2:00;3;32,3;16;5,8;2100
20.03.2017;3;32,4;16;5,9;2200
19.03.2017 22:00;3;32,5;17;5,9;2200
19.03.2017 20:00;3;32,6;17;5,8;2200
19.03.2017 18:00;3;32,7;18;5,8;2100
19.03.2017 16:00;3;32,6;19;5,8;2100
19.03.2017 14:00;3;32,5;17;5,9;2100
19.03.2017 12:00;3;32,3;17;5,9;2200
19.03.2017 10:00;3;32,2;19;5,9;2300
19.03.2017 8:00;3;32,2;16;5,8;2300
19.03.2017 6:00;3;32,2;19;5,8;2200
19.03.2017 4:00;3;32,2;16;5,8;2200
19.03.2017 2:00;3;32,1;19;5,8;2200
19.03.2017;3;32,1;18;5,9;2200
18.03.2017 22:00;3;32;17;5,8;2200
18.03.2017 20:00;3;32,2;19;5,8;2200
18.03.2017 18:00;3;32,6;16;5,8;2200
18.03.2017 16:00;3;32,6;17;5,8;2100
18.03.2017 14:00;3;32,5;17;5,9;2200
18.03.2017 12:00;3;32,4;17;5,9;2200
18.03.2017 10:00;3;32,3;17;5,8;2200
18.03.2017 8:00;3;32,1;17;5,8;2200
18.03.2017 6:00;3;32;17;5,9;2200
18.03.2017 4:00;3;31,7;19;5,9;2200
18.03.2017 2:00;3;31,6;19;5,9;2200
18.03.2017;3;31,5;19;5,9;2200
17.03.2017 22:00;3;31,5;17;5,9;2300
17.03.2017 20:00;3;31,5;19;5,8;2200
17.03.2017 18:00;3;31,7;17;5,8;2200
17.03.2017 16:00;3;31,6;19;5,8;2200
17.03.2017 14:00;3;31,5;18;5,8;2200
17.03.2017 12:00;3;30,9;18;5,8;2100
17.03.2017 10:00;3;32,1;19;5,9;2200
17.03.2017 8:00;3;31,6;16;5,9;2300
17.03.2017 6:00;3;31,8;19;5,8;2300
17.03.2017 4:00;3;31,7;16;5,8;2200
17.03.2017 2:00;3;31,8;18;5,9;2200
17.03.2017;3;31,7;19;5,9;2200
16.03.2017 22:00;3;31,7;17;5,9;2300
16.03.2017 20:00;3;31,8;19;5,9;2300
16.03.2017 18:00;3;31,8;17;5,8;2400
16.03.2017 16:00;3;32,2;19;5,9;1900
16.03.2017 14:00;3;32,4;17;5,9;2000
16.03.2017 12:00;3;31,3;18;5,8;2200
16.03.2017 10:00;3;32,1;19;5,8;2200
16.03.2017 8:00;3;33;16;5,9;2300
16.03.2017 6:00;3;33;15;5,8;2300
16.03.2017 4:00;3;33;15;5,9;2200
16.03.2017 2:00;3;32,9;16;5,9;2300
16.03.2017;3;32,9;16;5,9;2300
15.03.2017 22:00;3;32,9;16;5,9;2300
15.03.2017 20:00;3;32,9;17;5,8;2300
15.03.2017 18:00;3;32,9;17;5,9;2200
15.03.2017 16:00;3;32,6;18;5,8;2500
15.03.2017 14:00;3;32;18;5,8;1900
15.03.2017 12:00;3;31,5;19;5,8;2100
15.03.2017 10:00;3;31,5;19;5,9;2200
15.03.2017 8:00;3;31,5;16;5,9;2400
15.03.2017 6:00;3;31,6;18;5,8;2300
15.03.2017 4:00;3;31,6;16;5,8;2200
15.03.2017 2:00;3;31,6;18;5,8;2200
15.03.2017;3;31,4;18;5,9;2200
14.03.2017 22:00;3;31,4;17;5,9;2200
14.03.2017 20:00;3;31,6;16;5,8;2300
14.03.2017 18:00;3;31,8;17;5,8;2200
14.03.2017 16:00;3;31,9;16;5,8;2000
14.03.2017 14:00;3;32,2;17;5,9;2200
14.03.2017 12:00;3;31,6;15;5,8;2700
14.03.2017 10:00;3;31,7;15;5,9;2200
14.03.2017 8:00;3;31,6;17;5,9;2300
14.03.2017 6:00;3;31,6;17;5,8;2200
14.03.2017 4:00;3;31,7;17;5,8;2200
14.03.2017 2:00;3;31,8;17;5,8;2200
14.03.2017;3;32,1;17;5,9;2200
13.03.2017 22:00;3;32,1;17;5,9;2300
13.03.2017 20:00;3;32,2;16;5,8;2400
13.03.2017 18:00;3;32,2;19;5,8;2200
13.03.2017 16:00;3;32,3;17;5,9;2300
13.03.2017 14:00;3;32,4;18;5,8;2200
13.03.2017 12:00;3;32,4;18;5,9;2200
13.03.2017 10:00;3;32,1;18;5,9;2300
13.03.2017 8:00;3;31,9;18;5,8;2300
13.03.2017 6:00;3;32,1;18;5,8;2200
13.03.2017 4:00;3;32,1;19;5,9;2200
13.03.2017 2:00;3;32;16;5,9;2200
13.03.2017;3;31,7;19;5,9;2200
12.03.2017 22:00;3;31,9;17;5,9;2300
12.03.2017 20:00;3;31,7;18;5,9;2300
12.03.2017 18:00;3;31,8;17;5,8;2300
12.03.2017 16:00;3;31,8;19;5,8;2200
12.03.2017 14:00;3;31,9;17;5,9;2200
12.03.2017 12:00;3;31,8;18;5,9;2300
12.03.2017 10:00;3;31,9;17;5,8;2200
12.03.2017 8:00;3;31,8;17;5,8;2300
12.03.2017 6:00;3;31,8;17;5,8;2200
12.03.2017 4:00;3;31,8;16;5,9;2200
12.03.2017 2:00;3;31,7;17;5,9;2200
12.03.2017;3;31,7;17;5,9;2300
11.03.2017 22:00;3;31,6;17;5,9;2300
11.03.2017 20:00;3;31,5;16;5,8;2300
11.03.2017 18:00;3;31,6;16;5,9;2300
11.03.2017 16:00;3;31,6;16;5,9;2300
11.03.2017 14:00;3;31,5;19;5,9;2300
11.03.2017 12:00;3;31,3;17;5,9;2300
11.03.2017 10:00;3;31;19;5,9;2400
11.03.2017 8:00;3;31;17;5,8;2400
11.03.2017 6:00;3;31,1;19;5,8;2400
11.03.2017 4:00;3;31,3;17;5,8;2300
11.03.2017 2:00;3;31,5;18;5,9;2400
11.03.2017;3;31,5;17;5,9;2300
10.03.2017 22:00;3;31,5;18;5,9;2400
10.03.2017 20:00;3;31,4;17;5,8;2400
10.03.2017 18:00;3;31,5;18;5,8;2300
10.03.2017 16:00;3;31,4;16;5,9;2300
10.03.2017 14:00;3;31,5;17;5,9;2400
10.03.2017 12:00;3;31,5;17;5,9;2400
10.03.2017 10:00;3;31,5;17;5,9;2400
10.03.2017 8:00;3;31,5;16;5,8;2400
10.03.2017 6:00;3;31,6;17;5,8;2300
10.03.2017 4:00;3;31,6;17;5,8;2300
10.03.2017 2:00;3;31,5;19;5,8;2200
10.03.2017;3;31,5;18;5,9;2200
09.03.2017 22:00;3;31,4;18;5,9;2300
09.03.2017 20:00;3;31,4;17;5,8;2400
09.03.2017 18:00;3;31,6;18;5,8;2300
09.03.2017 16:00;3;31,6;17;5,9;2200
09.03.2017 14:00;3;31,5;18;5,9;2200
09.03.2017 12:00;3;31,1;18;5,9;2300
09.03.2017 10:00;3;30,9;17;5,9;2400
09.03.2017 8:00;3;30,9;18;5,8;2400
09.03.2017 6:00;3;30,9;17;5,8;2400
09.03.2017 4:00;3;31;17;5,8;2300
09.03.2017 2:00;3;31,4;17;5,9;2300
09.03.2017;3;31,4;18;5,9;2300
08.03.2017 22:00;3;31,3;17;5,9;2400
08.03.2017 20:00;3;31,3;19;5,9;2300
08.03.2017 18:00;3;31,3;18;5,9;2300
08.03.2017 16:00;3;31,3;18;5,8;2200
08.03.2017 14:00;3;31,2;19;5,9;2200
08.03.2017 12:00;3;31,1;19;5,9;2300
08.03.2017 10:00;3;30,8;18;5,8;2400
08.03.2017 8:00;3;30,9;19;5,8;2400
08.03.2017 6:00;3;31,3;17;5,8;2300
08.03.2017 4:00;3;31,6;19;5,9;2200
08.03.2017 2:00;3;31,8;19;5,9;2200
08.03.2017;3;31,7;19;5,9;2200
07.03.2017 22:00;3;31,6;19;5,9;2300
07.03.2017 20:00;3;31,8;17;5,8;2300
07.03.2017 18:00;3;31,9;17;5,8;2300
07.03.2017 16:00;3;31,8;19;5,9;2200
07.03.2017 14:00;3;31,7;17;5,9;2200
07.03.2017 12:00;3;31,3;19;5,9;2300
07.03.2017 10:00;3;31,4;17;5,9;2300
07.03.2017 8:00;3;31,5;19;5,9;2300
07.03.2017 6:00;3;31,8;17;5,8;2300
07.03.2017 4:00;3;31,9;18;5,8;2300
07.03.2017 2:00;3;31,9;17;5,9;2200
07.03.2017;3;31,9;19;5,9;2300
06.03.2017 22:00;3;31,9;18;5,8;2200
06.03.2017 20:00;3;31,9;18;5,8;2300
06.03.2017 18:00;3;31,8;18;5,8;2200
06.03.2017 16:00;3;31,8;17;5,8;2200
06.03.2017 14:00;3;31,7;17;5,8;2200
06.03.2017 12:00;3;31,5;17;5,8;2300
06.03.2017 10:00;3;31,6;18;5,8;2200
06.03.2017 8:00;3;31,7;18;5,8;2300
06.03.2017 6:00;3;31,8;18;5,8;2200
06.03.2017 4:00;3;31,8;18;5,8;2200
06.03.2017 2:00;3;31,7;19;5,8;2200
06.03.2017;3;31,7;17;5,9;2200
05.03.2017 22:00;3;31,9;19;5,9;2200
05.03.2017 20:00;3;31,9;16;5,8;2300
05.03.2017 18:00;3;32,1;19;5,8;2200
05.03.2017 16:00;3;32,2;18;5,9;2200
05.03.2017 14:00;3;32,1;19;5,9;2200
05.03.2017 12:00;3;32;17;5,8;2300
05.03.2017 10:00;3;32,1;19;5,8;2300
05.03.2017 8:00;3;32,2;18;5,8;2200
05.03.2017 6:00;3;32,2;19;5,8;2200
05.03.2017 4:00;3;32,1;17;5,8;2200
05.03.2017 2:00;3;32,3;18;5,9;2200
05.03.2017;3;32,3;19;5,9;2200
04.03.2017 22:00;3;32,4;19;5,9;2300
04.03.2017 20:00;3;32,3;19;5,9;2300
04.03.2017 18:00;3;32,2;17;5,9;2300
04.03.2017 16:00;3;32,3;18;5,9;2300
04.03.2017 14:00;3;32,2;17;5,9;2300
04.03.2017 12:00;3;31,9;18;5,8;2300
04.03.2017 10:00;3;31,9;17;5,8;2400
04.03.2017 8:00;3;32;18;5,8;2300
04.03.2017 6:00;3;32,2;17;5,8;2300
04.03.2017 4:00;3;32,3;17;5,8;2200
04.03.2017 2:00;3;32,4;17;5,9;2200
04.03.2017;3;32,4;17;5,9;2200
03.03.2017 22:00;3;32,3;18;5,8;2400
03.03.2017 20:00;3;32,1;18;5,8;2300
03.03.2017 18:00;3;32,3;18;5,8;2300
03.03.2017 16:00;3;32,3;19;5,9;2300
03.03.2017 14:00;3;32,4;17;5,9;2300
03.03.2017 12:00;3;32,3;19;5,9;2300
03.03.2017 10:00;3;32,3;17;5,9;2400
03.03.2017 8:00;3;32,2;19;5,9;2400
03.03.2017 6:00;3;32,2;17;5,8;2400
03.03.2017 4:00;3;32,1;17;5,9;2300
03.03.2017 2:00;3;32,1;17;5,9;2300
03.03.2017;3;32,1;19;5,9;2200
02.03.2017 22:00;3;31,9;18;5,9;2400
02.03.2017 20:00;3;31,9;18;5,8;2400
02.03.2017 18:00;3;32;17;5,9;2500
02.03.2017 16:00;3;31,9;18;5,8;2400
02.03.2017 14:00;3;31,8;17;5,8;2300
02.03.2017 12:00;3;31,6;17;5,9;2400
02.03.2017 10:00;3;31,7;17;5,8;2600
02.03.2017 8:00;3;32,2;17;5,8;2300
02.03.2017 6:00;3;32,5;17;5,9;2300
02.03.2017 4:00;3;32,2;17;5,9;2300
02.03.2017 2:00;3;32;18;5,9;2300
02.03.2017;3;31,9;17;5,9;2300
01.03.2017 22:00;3;31,9;19;5,9;2400
01.03.2017 20:00;3;31,9;19;5,8;2500
01.03.2017 18:00;3;31,9;19;5,8;2400
01.03.2017 16:00;3;32;17;5,8;2400
01.03.2017 14:00;3;31,9;19;5,8;2400
01.03.2017 12:00;3;31,6;17;5,9;2400
01.03.2017 10:00;3;31,6;19;5,9;2400
01.03.2017 8:00;3;31,7;17;5,9;2500
01.03.2017 6:00;3;31,8;17;5,8;2400
01.03.2017 4:00;3;31,7;18;5,9;2400
01.03.2017 2:00;3;31,7;18;5,9;2400
01.03.2017;3;31,6;18;5,9;2400
28.02.2017 22:00;3;31,7;17;5,8;2400
28.02.2017 20:00;3;31,7;18;5,9;2500
28.02.2017 18:00;3;31,7;17;5,8;2500
28.02.2017 16:00;3;31,7;19;5,9;2300
28.02.2017 14:00;3;31,6;19;5,9;2500
28.02.2017 12:00;3;31,5;19;5,8;2500
28.02.2017 10:00;3;31,3;19;5,8;2400
28.02.2017 8:00;3;31,3;19;5,8;2500
28.02.2017 6:00;3;31,5;17;5,8;2400
28.02.2017 4:00;3;31,5;17;5,8;2500
28.02.2017 2:00;3;31,4;17;5,8;2400
28.02.2017;3;31,4;17;5,8;2200
27.02.2017 22:00;3;31,4;17;5,8;2400
27.02.2017 20:00;3;31,3;17;5,8;2500
27.02.2017 18:00;3;31,4;17;5,8;2400
27.02.2017 16:00;3;31,4;17;5,8;2400
27.02.2017 14:00;3;31,3;17;5,9;2400
27.02.2017 12:00;3;31,1;17;5,8;2400
27.02.2017 10:00;3;31;17;5,8;2500
27.02.2017 8:00;3;31,2;17;5,8;2500
27.02.2017 6:00;3;31,5;17;5,8;2400
27.02.2017 4:00;3;31,4;17;5,8;2400
27.02.2017 2:00;3;31,5;17;5,8;2300
27.02.2017;3;31,4;17;5,9;2400
26.02.2017 22:00;3;31,5;17;5,8;2400
26.02.2017 20:00;3;31,7;17;5,8;2300
26.02.2017 18:00;3;31,9;16;5,8;2300
26.02.2017 16:00;3;31,9;16;5,8;2300
26.02.2017 14:00;3;32;17;5,8;2300
26.02.2017 12:00;3;32,1;17;5,8;2300
26.02.2017 10:00;3;32,2;19;5,8;2200
26.02.2017 8:00;3;32,2;18;5,8;2200
26.02.2017 6:00;3;32,2;17;5,8;2200
26.02.2017 4:00;3;32,1;17;5,8;2200
26.02.2017 2:00;3;32;17;5,8;2300
26.02.2017;3;31,9;18;5,8;2200
25.02.2017 22:00;3;31,9;17;5,9;2300
25.02.2017 20:00;3;31,8;17;5,8;2300
25.02.2017 18:00;3;31,8;17;5,8;2300
25.02.2017 16:00;3;31,8;18;5,8;2300
25.02.2017 14:00;3;31,8;18;5,8;2300
25.02.2017 12:00;3;31,8;17;5,8;2300
25.02.2017 10:00;3;31,8;18;5,8;2300
25.02.2017 8:00;3;31,9;18;5,8;2300
25.02.2017 6:00;3;32;17;5,9;2200
25.02.2017 4:00;3;32;17;5,9;2200
25.02.2017 2:00;3;32;19;5,9;2200
25.02.2017;3;32;19;5,9;2200
24.02.2017 22:00;3;31,9;19;5,9;2300
24.02.2017 20:00;3;32;19;5,8;2400
24.02.2017 18:00;3;32,1;18;5,8;2300
24.02.2017 16:00;3;32,3;18;5,9;2300
24.02.2017 14:00;3;32,4;18;5,9;2300
24.02.2017 12:00;3;32,2;16;5,8;2400
24.02.2017 10:00;3;32,2;17;5,8;2400
24.02.2017 8:00;3;32,1;17;5,8;2300
24.02.2017 6:00;3;32;17;5,8;2300
24.02.2017 4:00;3;32;18;5,8;2200
24.02.2017 2:00;3;31,9;18;5,9;2300
24.02.2017;3;31,9;18;5,9;2300
23.02.2017 22:00;3;31,9;18;5,8;2300
23.02.2017 20:00;3;31,6;18;5,8;2300
23.02.2017 18:00;3;31,5;18;5,8;2300
23.02.2017 16:00;3;31,6;18;5,8;2300
23.02.2017 14:00;3;31,6;18;5,9;2300
23.02.2017 12:00;3;31,6;18;5,9;2400
23.02.2017 10:00;3;31,7;17;5,8;2400
23.02.2017 8:00;3;31,9;17;5,8;2400
23.02.2017 6:00;3;32;17;5,8;2300
23.02.2017 4:00;3;32,2;17;5,9;2300
23.02.2017 2:00;3;32,3;16;5,9;2300
23.02.2017;3;32,1;18;5,9;2300
22.02.2017 22:00;3;32,1;18;5,9;2300
22.02.2017 20:00;3;32;19;5,8;2400
22.02.2017 18:00;3;32,1;18;5,8;2300
22.02.2017 16:00;3;32;19;5,8;2200
22.02.2017 14:00;3;32;19;5,8;2200
22.02.2017 12:00;3;32,1;18;5,8;2300
22.02.2017 10:00;3;32;18;5,8;2300
22.02.2017 8:00;3;32,2;18;5,8;2300
22.02.2017 6:00;3;32,3;18;5,8;2300
22.02.2017 4:00;3;32,5;17;5,9;2300
22.02.2017 2:00;3;32,5;18;5,9;2300
22.02.2017;3;32,3;17;5,9;2400
21.02.2017 22:00;3;32;17;5,8;2400
21.02.2017 20:00;3;32;17;5,8;2400
21.02.2017 18:00;3;32,1;17;5,8;2500
21.02.2017 16:00;3;32,3;17;5,8;2400
21.02.2017 14:00;3;32,8;16;5,8;2300
21.02.2017 12:00;3;33,5;16;5,9;2400
21.02.2017 10:00;3;33,3;17;5,8;2400
21.02.2017 8:00;3;33,3;18;5,8;2400
21.02.2017 6:00;3;33,2;17;5,8;2400
21.02.2017 4:00;3;33,2;17;5,8;2500
21.02.2017 2:00;3;33,2;16;5,8;2500
21.02.2017;3;33,3;17;5,8;2500
20.02.2017 22:00;3;33,3;16;5,9;2500
20.02.2017 20:00;3;33;17;5,8;2700
20.02.2017 18:00;3;32,8;18;5,8;2600
20.02.2017 16:00;3;32,6;18;5,8;2600
20.02.2017 14:00;3;32,4;15;5,8;2600
20.02.2017 12:00;3;32;15;5,8;2600
20.02.2017 10:00;3;32;16;5,8;2600
20.02.2017 8:00;3;32;17;5,8;2600
20.02.2017 6:00;3;32;18;5,8;2600
20.02.2017 4:00;3;32,1;19;5,8;2500
20.02.2017 2:00;3;32,2;19;5,8;2500
20.02.2017;3;32,2;19;5,9;2500
19.02.2017 22:00;3;32,3;19;5,8;2600
19.02.2017 20:00;3;32,4;16;5,8;2600
19.02.2017 18:00;3;32,6;17;5,8;2600
19.02.2017 16:00;3;32,4;18;5,8;2700
19.02.2017 14:00;3;32,4;19;5,8;2500
19.02.2017 12:00;3;32,3;19;5,8;2600
19.02.2017 10:00;3;32,3;18;5,8;2600
19.02.2017 8:00;3;32,4;17;5,8;2700
19.02.2017 6:00;3;32,3;18;5,8;2600
19.02.2017 4:00;3;32,3;18;5,8;2500
19.02.2017 2:00;3;32,2;18;5,8;2500
19.02.2017;3;32,2;18;5,8;2500
18.02.2017 22:00;3;32,2;19;5,8;2600
18.02.2017 20:00;3;32,1;19;5,8;2600
18.02.2017 18:00;3;32,1;19;5,8;2600
18.02.2017 16:00;3;32,1;19;5,8;2600
18.02.2017 14:00;3;32,1;19;5,8;2600
18.02.2017 12:00;3;32,1;19;5,8;2700
18.02.2017 10:00;3;32,1;17;5,8;2700
18.02.2017 8:00;3;32,1;19;5,8;2600
18.02.2017 6:00;3;32,2;18;5,8;2600
18.02.2017 4:00;3;32,1;17;5,9;2600
18.02.2017 2:00;3;32,1;17;5,9;2600
18.02.2017;3;32,1;17;5,9;2600
17.02.2017 22:00;3;32,1;17;5,8;2700
17.02.2017 20:00;3;32,1;19;5,8;2600
17.02.2017 18:00;3;32,2;19;5,8;2600
17.02.2017 16:00;3;32,3;17;5,8;2600
17.02.2017 14:00;3;32,3;19;5,9;2500
17.02.2017 12:00;3;32,2;18;5,8;2700
17.02.2017 10:00;3;32,2;19;5,8;2600
17.02.2017 8:00;3;32,1;20;5,8;2700
17.02.2017 6:00;3;32,3;17;5,8;2700
17.02.2017 4:00;3;32,4;17;5,8;2600
17.02.2017 2:00;3;32,1;19;5,8;2600
17.02.2017;3;32;20;5,9;2600
16.02.2017 22:00;3;32;20;5,9;2700
16.02.2017 20:00;3;32;17;5,8;2700
16.02.2017 18:00;3;32,2;17;5,8;2700
16.02.2017 16:00;3;32,2;19;5,9;2600
16.02.2017 14:00;3;32,1;19;5,9;2600
16.02.2017 12:00;3;32,1;19;5,9;2600
16.02.2017 10:00;3;32,1;19;5,9;2600
16.02.2017 8:00;3;32,1;18;5,9;2700
16.02.2017 6:00;3;32,1;18;5,8;2700
